order_timestamp;distance_in_meters;duration_in_seconds;tender_timestamp;pickup_in_meters;pickup_in_seconds;price_start_local
20.06.2020 19:11;0;0;20.06.2020 19:11;583;94;150
20.06.2020 19:12;3803;374;20.06.2020 19:12;245;62;200
20.06.2020 19:14;1778;236;20.06.2020 19:14;264;54;150
20.06.2020 19:14;1101;170;20.06.2020 19:14;331;68;150
20.06.2020 19:17;0;0;20.06.2020 19:17;1271;205;200
20.06.2020 19:18;1237;191;20.06.2020 19:18;1728;238;150
20.06.2020 19:18;1279;248;20.06.2020 19:19;1378;180;150
20.06.2020 19:18;1279;248;20.06.2020 19:21;402;76;150
20.06.2020 19:18;0;0;20.06.2020 19:19;839;166;150
20.06.2020 19:20;3915;433;20.06.2020 19:20;915;129;150
20.06.2020 19:21;3115;450;20.06.2020 19:21;555;92;150
20.06.2020 19:21;3115;450;20.06.2020 19:21;426;67;150
20.06.2020 19:22;0;0;20.06.2020 19:23;687;92;150
20.06.2020 19:23;6477;686;20.06.2020 19:23;168;40;250
20.06.2020 19:23;1631;250;20.06.2020 19:23;852;134;200
20.06.2020 19:24;876;129;20.06.2020 19:24;483;90;200
20.06.2020 19:24;6955;730;20.06.2020 19:25;1201;157;300
20.06.2020 19:24;6955;730;20.06.2020 19:26;320;53;300
20.06.2020 19:26;1423;242;20.06.2020 19:26;284;50;180
20.06.2020 19:30;2992;427;20.06.2020 19:30;636;93;200
20.06.2020 19:31;1362;224;20.06.2020 19:32;661;85;150
20.06.2020 19:31;1819;278;20.06.2020 19:31;497;79;200
20.06.2020 19:31;1819;278;20.06.2020 19:31;1138;121;200
20.06.2020 19:31;1819;278;20.06.2020 19:31;613;111;200
20.06.2020 19:32;11695;855;20.06.2020 19:32;1332;230;350
20.06.2020 19:32;2525;404;20.06.2020 19:33;951;140;180
20.06.2020 19:34;3197;424;20.06.2020 19:34;507;77;180
20.06.2020 19:34;3197;424;20.06.2020 19:34;456;76;180
20.06.2020 19:36;1535;269;20.06.2020 19:36;843;211;200
20.06.2020 19:36;1535;269;20.06.2020 19:36;459;98;200
20.06.2020 19:37;2545;405;20.06.2020 19:39;1101;194;180
20.06.2020 19:40;2433;316;20.06.2020 19:40;982;123;200
20.06.2020 19:40;1411;217;20.06.2020 19:40;398;82;180
20.06.2020 19:40;7329;743;20.06.2020 19:40;326;64;250
20.06.2020 19:41;1653;295;20.06.2020 19:41;2582;347;150
20.06.2020 19:42;1135;187;20.06.2020 19:42;1367;202;150
20.06.2020 19:45;7858;852;20.06.2020 19:45;788;121;300
20.06.2020 19:48;3083;428;20.06.2020 19:48;501;70;150
20.06.2020 19:48;3083;428;20.06.2020 19:48;301;45;150
20.06.2020 19:55;1909;293;20.06.2020 19:55;201;37;150
20.06.2020 19:57;4293;351;20.06.2020 19:57;303;50;200
20.06.2020 19:58;1383;155;20.06.2020 19:58;165;20;200
20.06.2020 20:00;3953;550;20.06.2020 20:00;1266;200;200
20.06.2020 20:04;7730;863;20.06.2020 20:04;1604;232;250
20.06.2020 20:04;7216;684;20.06.2020 20:04;317;70;300
20.06.2020 20:13;5128;591;20.06.2020 20:13;900;107;300
20.06.2020 20:16;2561;353;20.06.2020 20:16;885;129;150
20.06.2020 20:16;4180;454;20.06.2020 20:17;1114;169;150
20.06.2020 20:17;3220;417;20.06.2020 20:18;1168;152;150
20.06.2020 20:18;0;0;20.06.2020 20:18;502;84;250
20.06.2020 20:21;5692;545;20.06.2020 20:21;544;92;200
20.06.2020 20:22;2356;334;20.06.2020 20:22;562;67;180
20.06.2020 20:23;5957;583;20.06.2020 20:26;570;88;250
20.06.2020 20:24;3360;445;20.06.2020 20:24;1186;183;200
20.06.2020 20:27;1927;279;20.06.2020 20:28;314;54;150
20.06.2020 20:28;0;0;20.06.2020 20:32;1386;178;400
20.06.2020 20:32;0;0;20.06.2020 20:32;605;88;150
20.06.2020 20:35;5023;619;20.06.2020 20:36;1419;173;200
20.06.2020 20:35;7974;900;20.06.2020 20:36;706;104;300
20.06.2020 20:37;4308;541;20.06.2020 20:39;7;2;200
20.06.2020 20:38;1532;236;20.06.2020 20:38;1143;126;150
20.06.2020 20:40;4833;496;20.06.2020 20:41;1092;100;216
20.06.2020 20:41;2487;337;20.06.2020 20:41;1450;217;200
20.06.2020 20:42;0;0;20.06.2020 20:42;778;174;150
20.06.2020 20:48;4063;434;20.06.2020 20:48;330;49;200
20.06.2020 20:49;9457;747;20.06.2020 20:49;203;24;300
20.06.2020 20:49;4063;434;20.06.2020 20:52;1249;157;200
20.06.2020 20:50;0;0;20.06.2020 20:51;1565;183;200
20.06.2020 20:56;0;0;20.06.2020 20:56;483;63;250
20.06.2020 20:57;4221;390;20.06.2020 20:57;160;26;230
20.06.2020 20:59;7829;751;20.06.2020 21:00;1792;217;250
20.06.2020 21:00;0;0;20.06.2020 21:01;8436;1009;850
20.06.2020 21:00;1897;252;20.06.2020 21:00;1056;172;150
20.06.2020 21:05;1641;208;20.06.2020 21:05;165;37;200
20.06.2020 21:10;2354;337;20.06.2020 21:10;1162;177;180
20.06.2020 21:11;7121;667;20.06.2020 21:11;597;70;300
20.06.2020 21:11;3147;368;20.06.2020 21:11;867;116;200
20.06.2020 21:12;4537;563;20.06.2020 21:13;352;54;200
20.06.2020 21:18;1674;262;20.06.2020 21:21;1096;170;150
20.06.2020 21:22;0;0;20.06.2020 21:23;348;40;200
20.06.2020 21:23;4825;516;20.06.2020 21:23;807;88;200
20.06.2020 21:25;2584;330;20.06.2020 21:25;1483;179;180
20.06.2020 21:25;7040;715;20.06.2020 21:25;1799;232;250
20.06.2020 21:28;1890;208;20.06.2020 21:28;627;121;150
20.06.2020 21:29;7357;738;20.06.2020 21:30;1463;185;300
20.06.2020 21:29;7357;738;20.06.2020 21:30;622;112;300
20.06.2020 21:32;3394;463;20.06.2020 21:32;191;29;170
20.06.2020 21:36;3119;497;20.06.2020 21:36;463;66;200
20.06.2020 21:38;1704;219;20.06.2020 21:38;4805;459;250
20.06.2020 21:39;3163;466;20.06.2020 21:39;816;78;200
20.06.2020 21:43;1938;238;20.06.2020 21:43;607;127;200
20.06.2020 21:51;2682;370;20.06.2020 21:51;584;99;200
20.06.2020 21:53;2195;308;20.06.2020 21:53;965;109;150
20.06.2020 21:56;1525;242;20.06.2020 21:56;774;124;200
20.06.2020 21:56;1525;242;20.06.2020 21:56;434;81;200
20.06.2020 21:56;989;124;20.06.2020 21:56;963;150;200
20.06.2020 21:56;989;124;20.06.2020 21:57;417;44;200
20.06.2020 21:57;10266;1080;20.06.2020 21:57;1630;194;300
20.06.2020 22:08;1561;220;20.06.2020 22:08;1023;151;200
20.06.2020 22:11;1699;283;20.06.2020 22:11;652;131;150
20.06.2020 22:20;1607;248;20.06.2020 22:20;1038;184;250
20.06.2020 22:27;0;0;20.06.2020 22:27;1070;171;200
20.06.2020 22:27;0;0;20.06.2020 22:27;1189;147;200
20.06.2020 22:30;1909;241;20.06.2020 22:30;737;113;200
20.06.2020 22:33;0;0;20.06.2020 22:33;1508;259;300
20.06.2020 22:38;0;0;20.06.2020 22:38;134;32;150
20.06.2020 22:44;2235;341;20.06.2020 22:44;1080;158;150
20.06.2020 22:44;2235;341;20.06.2020 22:44;249;60;150
20.06.2020 22:51;1982;277;20.06.2020 22:51;333;57;150
20.06.2020 22:57;2881;406;20.06.2020 22:57;618;107;250
20.06.2020 23:13;0;0;20.06.2020 23:13;294;37;400
20.06.2020 23:21;0;0;20.06.2020 23:21;56;9;150
20.06.2020 23:22;1686;296;20.06.2020 23:22;530;83;200
20.06.2020 23:26;5864;593;20.06.2020 23:27;106;20;250
20.06.2020 23:28;1657;283;20.06.2020 23:28;627;102;150
20.06.2020 23:34;1302;225;20.06.2020 23:35;744;163;150
20.06.2020 23:38;3936;478;20.06.2020 23:40;2118;314;200
20.06.2020 23:44;0;0;20.06.2020 23:47;1903;325;200
20.06.2020 23:50;1072;167;20.06.2020 23:50;584;111;150
20.06.2020 23:56;6586;719;20.06.2020 23:56;792;91;300
21.06.2020 0:07;1988;323;21.06.2020 0:07;970;156;200
21.06.2020 0:09;16485;1112;21.06.2020 0:10;1149;198;600
21.06.2020 0:11;8124;1152;21.06.2020 0:20;11072;963;350
21.06.2020 0:13;3137;433;21.06.2020 0:13;1037;173;200
21.06.2020 0:17;1434;271;21.06.2020 0:17;855;132;200
21.06.2020 0:19;0;0;21.06.2020 0:19;668;153;200
21.06.2020 0:26;0;0;21.06.2020 0:26;569;103;200
21.06.2020 0:28;3592;408;21.06.2020 0:29;158;23;300
21.06.2020 0:29;4805;599;21.06.2020 0:29;619;70;300
21.06.2020 0:35;16485;1123;21.06.2020 0:35;1190;183;600
21.06.2020 0:35;0;0;21.06.2020 0:35;538;89;200
21.06.2020 0:41;4995;620;21.06.2020 0:42;2030;294;200
21.06.2020 0:46;920;135;21.06.2020 0:46;1094;136;200
21.06.2020 0:46;1696;251;21.06.2020 0:47;1063;156;150
21.06.2020 0:48;2127;270;21.06.2020 0:49;722;113;150
21.06.2020 0:49;3102;398;21.06.2020 0:49;126;30;250
21.06.2020 0:50;0;0;21.06.2020 0:50;808;133;200
21.06.2020 0:51;6218;649;21.06.2020 0:53;1721;264;250
21.06.2020 0:56;2539;330;21.06.2020 0:57;2162;239;200
21.06.2020 1:04;4550;682;21.06.2020 1:04;415;53;200
21.06.2020 1:05;2356;307;21.06.2020 1:05;771;127;200
21.06.2020 1:09;14785;1299;21.06.2020 1:13;182;34;500
21.06.2020 1:13;0;0;21.06.2020 1:13;1214;198;250
21.06.2020 1:15;0;0;21.06.2020 1:15;1853;260;1000
21.06.2020 1:20;2090;310;21.06.2020 1:26;1328;202;200
21.06.2020 1:26;3497;497;21.06.2020 1:26;4808;407;250
21.06.2020 1:30;2800;394;21.06.2020 1:30;1078;171;150
21.06.2020 1:35;4580;529;21.06.2020 1:35;1625;205;250
21.06.2020 1:41;3839;664;21.06.2020 1:41;665;79;400
21.06.2020 1:43;196;37;21.06.2020 1:43;595;105;300
21.06.2020 1:49;1428;214;21.06.2020 1:49;1033;132;200
21.06.2020 1:55;3170;359;21.06.2020 1:57;1548;215;150
21.06.2020 1:56;2020;297;21.06.2020 2:00;754;120;250
21.06.2020 2:00;803;123;21.06.2020 2:01;470;77;200
21.06.2020 2:03;0;0;21.06.2020 2:03;58;10;600
21.06.2020 2:04;1544;239;21.06.2020 2:07;769;113;150
21.06.2020 2:06;1562;230;21.06.2020 2:07;525;103;180
21.06.2020 2:31;6616;639;21.06.2020 2:31;3132;266;250
21.06.2020 2:32;8491;828;21.06.2020 2:32;390;75;500
21.06.2020 2:36;2772;355;21.06.2020 2:36;617;86;200
21.06.2020 2:37;0;0;21.06.2020 2:38;1718;215;200
21.06.2020 2:46;14753;1367;21.06.2020 2:50;3830;434;500
21.06.2020 2:49;1795;277;21.06.2020 2:49;599;98;200
21.06.2020 2:58;5394;670;21.06.2020 2:59;3152;408;300
21.06.2020 3:02;7307;763;21.06.2020 3:02;3882;424;400
21.06.2020 3:06;1031;131;21.06.2020 3:06;650;100;200
21.06.2020 3:10;6879;641;21.06.2020 3:11;99;10;300
21.06.2020 3:20;0;0;21.06.2020 3:24;816;129;200
21.06.2020 3:30;7588;825;21.06.2020 3:31;286;71;300
21.06.2020 3:43;974;128;21.06.2020 3:43;2720;288;150
21.06.2020 4:02;1029;163;21.06.2020 4:02;624;96;250
21.06.2020 4:24;3616;551;21.06.2020 4:24;376;58;350
21.06.2020 4:25;3616;559;21.06.2020 4:27;788;113;350
21.06.2020 4:28;2443;357;21.06.2020 4:28;1218;144;200
21.06.2020 4:31;3580;551;21.06.2020 4:31;1199;144;400
21.06.2020 5:22;6791;618;21.06.2020 5:22;35;5;350
21.06.2020 5:58;6035;549;21.06.2020 5:58;71;17;200
21.06.2020 6:17;7503;758;21.06.2020 6:20;2066;351;200
21.06.2020 6:32;5109;472;21.06.2020 6:35;126;30;250
21.06.2020 6:43;0;0;21.06.2020 6:43;393;89;200
21.06.2020 6:47;3004;356;21.06.2020 6:47;79;17;200
21.06.2020 6:49;2779;305;21.06.2020 6:50;777;88;170
21.06.2020 6:50;0;0;21.06.2020 6:50;627;85;200
21.06.2020 6:54;4324;370;21.06.2020 6:57;1727;227;200
21.06.2020 6:56;1248;231;21.06.2020 6:56;488;81;200
21.06.2020 6:56;1248;231;21.06.2020 6:56;990;149;200
21.06.2020 6:59;504;80;21.06.2020 6:59;1320;183;100
21.06.2020 7:02;0;0;21.06.2020 7:02;433;76;250
21.06.2020 7:05;2707;335;21.06.2020 7:05;710;75;200
21.06.2020 7:08;2741;425;21.06.2020 7:08;1233;153;200
21.06.2020 7:24;27;4;21.06.2020 7:24;6388;684;300
21.06.2020 7:30;2422;272;21.06.2020 7:30;570;63;150
21.06.2020 7:30;2422;272;21.06.2020 7:30;1628;178;150
21.06.2020 7:32;3303;382;21.06.2020 7:32;577;69;150
21.06.2020 7:32;3303;382;21.06.2020 7:32;1636;184;150
21.06.2020 7:33;3520;388;21.06.2020 7:34;693;82;250
21.06.2020 7:37;1489;245;21.06.2020 7:37;307;100;150
21.06.2020 7:39;3821;362;21.06.2020 7:40;13596;2047;150
21.06.2020 7:41;0;0;21.06.2020 7:42;1164;175;200
21.06.2020 7:43;3390;395;21.06.2020 7:43;139;15;200
21.06.2020 7:45;3398;378;21.06.2020 7:45;861;111;180
21.06.2020 7:49;4037;490;21.06.2020 7:49;207;42;250
21.06.2020 7:58;2789;341;21.06.2020 7:58;1479;182;150
21.06.2020 7:59;1921;253;21.06.2020 7:59;1281;227;150
21.06.2020 7:59;1921;253;21.06.2020 7:59;1130;145;150
21.06.2020 8:00;1762;233;21.06.2020 8:00;971;122;180
21.06.2020 8:05;784;106;21.06.2020 8:05;226;19;200
21.06.2020 8:05;2903;275;21.06.2020 8:05;114;7;200
21.06.2020 8:09;1513;224;21.06.2020 8:09;1436;230;200
21.06.2020 8:09;1513;224;21.06.2020 8:09;1752;224;200
21.06.2020 8:11;0;0;21.06.2020 8:11;1852;211;200
21.06.2020 8:16;0;0;21.06.2020 8:16;968;161;200
21.06.2020 8:17;1316;185;21.06.2020 8:18;2030;245;150
21.06.2020 8:25;4630;559;21.06.2020 8:25;1148;107;250
21.06.2020 8:30;1299;207;21.06.2020 8:30;759;127;200
21.06.2020 8:33;3881;331;21.06.2020 8:35;1790;243;200
21.06.2020 8:34;2082;337;21.06.2020 8:34;729;101;150
21.06.2020 8:41;0;0;21.06.2020 8:41;1217;183;200
21.06.2020 8:42;2178;283;21.06.2020 8:42;522;94;200
21.06.2020 8:43;983;139;21.06.2020 8:43;507;92;150
21.06.2020 8:51;1362;194;21.06.2020 8:52;1254;194;160
21.06.2020 8:57;15729;1187;21.06.2020 8:57;6713;702;500
21.06.2020 8:58;15729;1187;21.06.2020 8:58;7075;729;500
21.06.2020 9:04;0;0;21.06.2020 9:04;429;77;200
21.06.2020 9:09;1037;135;21.06.2020 9:09;1277;150;200
21.06.2020 9:10;0;0;21.06.2020 9:21;1209;150;150
21.06.2020 9:20;2962;426;21.06.2020 9:20;1118;159;180
21.06.2020 9:20;918;163;21.06.2020 9:20;607;111;150
21.06.2020 9:21;0;0;21.06.2020 9:22;1838;242;200
21.06.2020 9:22;2455;344;21.06.2020 9:22;538;96;150
21.06.2020 9:22;2455;344;21.06.2020 9:22;399;81;150
21.06.2020 9:23;0;0;21.06.2020 9:24;636;94;150
21.06.2020 9:24;6943;734;21.06.2020 9:24;1207;150;250
21.06.2020 9:25;7104;661;21.06.2020 9:25;155;37;250
21.06.2020 9:25;4565;361;21.06.2020 9:25;1882;148;200
21.06.2020 9:29;2683;352;21.06.2020 9:29;570;84;180
21.06.2020 9:34;1141;194;21.06.2020 9:35;1222;189;130
21.06.2020 9:34;7553;658;21.06.2020 9:34;781;53;300
21.06.2020 9:35;1141;194;21.06.2020 9:36;1222;188;150
21.06.2020 9:35;0;0;21.06.2020 9:35;1060;181;200
21.06.2020 9:40;1689;229;21.06.2020 9:40;670;81;200
21.06.2020 9:44;1137;187;21.06.2020 9:44;785;148;150
21.06.2020 9:45;0;0;21.06.2020 9:45;461;60;150
21.06.2020 9:49;0;0;21.06.2020 9:49;321;71;150
21.06.2020 9:53;2070;281;21.06.2020 9:53;969;146;150
21.06.2020 9:54;0;0;21.06.2020 9:54;359;57;150
21.06.2020 9:55;0;0;21.06.2020 9:55;448;52;150
21.06.2020 10:00;1717;284;21.06.2020 10:00;617;100;150
21.06.2020 10:03;0;0;21.06.2020 10:03;1060;151;200
21.06.2020 10:06;3566;439;21.06.2020 10:06;514;113;250
21.06.2020 10:06;0;0;21.06.2020 10:06;1459;215;150
21.06.2020 10:27;2449;320;21.06.2020 10:27;594;155;150
21.06.2020 10:30;4667;534;21.06.2020 10:30;379;77;250
21.06.2020 10:34;0;0;21.06.2020 10:34;169;41;200
21.06.2020 10:36;6132;719;21.06.2020 10:36;416;78;200
21.06.2020 10:43;2037;359;21.06.2020 10:43;460;77;200
21.06.2020 10:50;1766;264;21.06.2020 10:50;248;40;150
21.06.2020 10:55;6939;617;21.06.2020 10:55;1578;161;200
21.06.2020 11:01;8928;860;21.06.2020 11:02;113;27;400
21.06.2020 11:04;2434;241;21.06.2020 11:04;1342;261;120
21.06.2020 11:05;7571;760;21.06.2020 11:05;542;67;200
21.06.2020 11:10;1707;239;21.06.2020 11:10;297;66;150
21.06.2020 11:12;1693;214;21.06.2020 11:12;715;106;150
21.06.2020 11:12;1091;217;21.06.2020 11:13;870;128;200
21.06.2020 11:15;1805;301;21.06.2020 11:15;743;108;160
21.06.2020 11:19;3069;375;21.06.2020 11:19;1297;162;150
21.06.2020 11:19;3069;375;21.06.2020 11:19;1458;201;150
21.06.2020 11:19;3069;375;21.06.2020 11:20;284;48;150
21.06.2020 11:19;2453;352;21.06.2020 11:20;1309;194;150
21.06.2020 11:19;2453;352;21.06.2020 11:19;326;64;150
21.06.2020 11:21;5558;672;21.06.2020 11:22;1964;334;200
21.06.2020 11:27;1675;238;21.06.2020 11:27;211;42;150
21.06.2020 11:28;12813;1148;21.06.2020 11:28;741;114;400
21.06.2020 11:28;4977;618;21.06.2020 11:29;197;40;200
21.06.2020 11:34;3050;361;21.06.2020 11:36;1338;160;150
21.06.2020 11:35;5167;517;21.06.2020 11:36;4185;374;200
21.06.2020 11:35;7527;853;21.06.2020 11:38;191;53;200
21.06.2020 11:42;0;0;21.06.2020 11:42;1125;153;170
21.06.2020 11:42;0;0;21.06.2020 11:42;1203;188;170
21.06.2020 11:46;0;0;21.06.2020 11:46;881;110;200
21.06.2020 11:46;0;0;21.06.2020 11:46;563;88;200
21.06.2020 11:55;5801;750;21.06.2020 11:55;1185;129;200
21.06.2020 11:57;854;119;21.06.2020 11:57;426;73;200
21.06.2020 12:00;2305;303;21.06.2020 12:00;859;125;200
21.06.2020 12:02;3563;434;21.06.2020 12:03;1072;166;200
21.06.2020 12:04;15827;1246;21.06.2020 12:04;567;99;300
21.06.2020 12:05;1473;189;21.06.2020 12:05;81;17;150
21.06.2020 12:05;0;0;21.06.2020 12:08;3837;586;250
21.06.2020 12:07;1608;244;21.06.2020 12:07;1327;193;180
21.06.2020 12:08;14541;1039;21.06.2020 12:08;1433;228;300
21.06.2020 12:09;13435;909;21.06.2020 12:09;374;81;400
21.06.2020 12:09;2145;274;21.06.2020 12:10;1726;233;150
21.06.2020 12:13;2688;328;21.06.2020 12:13;1318;243;150
21.06.2020 12:14;2439;353;21.06.2020 12:14;1012;162;150
21.06.2020 12:15;3403;500;21.06.2020 12:15;953;160;250
21.06.2020 12:21;3529;508;21.06.2020 12:21;690;98;200
21.06.2020 12:22;0;0;21.06.2020 12:22;1386;236;200
21.06.2020 12:24;5411;622;21.06.2020 12:24;1158;173;200
21.06.2020 12:27;0;0;21.06.2020 12:27;961;204;200
21.06.2020 12:28;1956;366;21.06.2020 12:28;1220;216;250
21.06.2020 12:33;2520;415;21.06.2020 12:33;1230;195;200
21.06.2020 12:38;2288;358;21.06.2020 12:38;109;26;150
21.06.2020 12:50;2511;330;21.06.2020 12:50;603;83;150
21.06.2020 12:50;7034;855;21.06.2020 12:50;458;84;200
21.06.2020 12:50;2722;357;21.06.2020 12:50;676;135;150
21.06.2020 12:50;4936;628;21.06.2020 12:50;1341;178;200
21.06.2020 12:53;2111;333;21.06.2020 12:53;357;63;150
21.06.2020 13:03;2248;337;21.06.2020 13:03;1047;134;150
21.06.2020 13:03;5796;559;21.06.2020 13:03;1173;163;300
21.06.2020 13:21;5737;663;21.06.2020 13:22;2257;301;200
21.06.2020 13:24;2303;350;21.06.2020 13:24;2015;257;200
21.06.2020 13:24;6337;645;21.06.2020 13:24;390;47;400
21.06.2020 13:28;0;0;21.06.2020 13:28;979;140;150
21.06.2020 13:38;3727;397;21.06.2020 13:38;846;98;180
21.06.2020 13:41;3021;381;21.06.2020 13:41;1574;174;200
21.06.2020 13:42;0;0;21.06.2020 13:43;1864;288;300
21.06.2020 13:45;0;0;21.06.2020 13:45;1707;212;150
21.06.2020 13:46;1926;346;21.06.2020 13:46;669;104;150
21.06.2020 13:50;0;0;21.06.2020 13:53;2365;494;250
21.06.2020 13:53;2119;355;21.06.2020 13:53;1181;163;150
21.06.2020 13:55;968;139;21.06.2020 13:55;1154;163;180
21.06.2020 13:55;968;139;21.06.2020 13:55;1908;222;180
21.06.2020 13:56;0;0;21.06.2020 13:56;896;112;250
21.06.2020 14:01;3088;330;21.06.2020 14:01;1059;126;170
21.06.2020 14:04;3877;459;21.06.2020 14:04;939;185;200
21.06.2020 14:07;2619;293;21.06.2020 14:07;497;94;150
21.06.2020 14:09;2224;319;21.06.2020 14:10;3316;391;150
21.06.2020 14:10;1670;185;21.06.2020 14:11;2990;320;170
21.06.2020 14:11;0;0;21.06.2020 14:11;1353;175;150
21.06.2020 14:11;0;0;21.06.2020 14:11;717;104;150
21.06.2020 14:16;1815;321;21.06.2020 14:16;79;14;150
21.06.2020 14:16;1815;321;21.06.2020 14:16;336;75;150
21.06.2020 14:17;0;0;21.06.2020 14:17;629;102;200
21.06.2020 14:18;3137;457;21.06.2020 14:18;407;53;200
21.06.2020 14:21;6273;611;21.06.2020 14:22;1301;179;250
21.06.2020 14:26;3597;478;21.06.2020 14:26;692;91;150
21.06.2020 14:26;3597;478;21.06.2020 14:26;2031;199;150
21.06.2020 14:27;0;0;21.06.2020 14:27;1611;250;200
21.06.2020 14:27;3949;344;21.06.2020 14:28;1125;235;180
21.06.2020 14:28;45;8;21.06.2020 14:28;9186;802;300
21.06.2020 14:31;1287;168;21.06.2020 14:31;448;50;150
21.06.2020 14:31;1287;168;21.06.2020 14:31;343;53;150
21.06.2020 14:31;1287;168;21.06.2020 14:31;165;17;150
21.06.2020 14:32;1734;278;21.06.2020 14:32;751;107;150
21.06.2020 14:37;0;0;21.06.2020 14:37;1669;160;1500
21.06.2020 14:37;2871;361;21.06.2020 14:37;807;122;200
21.06.2020 14:37;2871;361;21.06.2020 14:37;146;22;200
21.06.2020 14:40;2328;318;21.06.2020 14:40;347;57;170
21.06.2020 14:41;0;0;21.06.2020 14:41;1135;149;250
21.06.2020 14:44;1720;265;21.06.2020 14:44;260;37;200
21.06.2020 14:44;1950;284;21.06.2020 14:44;444;56;170
21.06.2020 14:44;2291;313;21.06.2020 14:44;522;74;180
21.06.2020 14:45;2267;327;21.06.2020 14:45;300;59;180
21.06.2020 14:45;2329;280;21.06.2020 14:46;1513;227;200
21.06.2020 14:50;1551;257;21.06.2020 14:50;1329;194;150
21.06.2020 14:53;0;0;21.06.2020 14:53;523;99;200
21.06.2020 14:53;0;0;21.06.2020 14:53;406;89;150
21.06.2020 14:59;2701;396;21.06.2020 15:00;941;109;150
21.06.2020 15:02;920;133;21.06.2020 15:03;1234;169;150
21.06.2020 15:03;0;0;21.06.2020 15:03;1186;132;200
21.06.2020 15:08;4605;569;21.06.2020 15:08;1223;164;200
21.06.2020 15:10;20668;1433;21.06.2020 15:11;1471;144;500
21.06.2020 15:14;7362;639;21.06.2020 15:14;2133;267;250
21.06.2020 15:15;1785;242;21.06.2020 15:15;673;76;150
21.06.2020 15:17;5815;682;21.06.2020 15:18;2048;238;200
21.06.2020 15:18;2575;335;21.06.2020 15:18;1130;134;200
21.06.2020 15:20;946;146;21.06.2020 15:20;690;106;150
21.06.2020 15:22;5815;682;21.06.2020 15:22;2049;240;200
21.06.2020 15:23;2469;367;21.06.2020 15:23;650;120;150
21.06.2020 15:23;11502;1047;21.06.2020 15:23;10;2;350
21.06.2020 15:24;1307;183;21.06.2020 15:24;845;114;150
21.06.2020 15:24;1447;210;21.06.2020 15:24;1730;203;150
21.06.2020 15:25;1346;217;21.06.2020 15:25;1031;191;150
21.06.2020 15:25;1346;217;21.06.2020 15:25;1047;131;150
21.06.2020 15:25;1681;261;21.06.2020 15:25;1505;186;150
21.06.2020 15:26;5399;546;21.06.2020 15:26;260;29;260
21.06.2020 15:28;9801;792;21.06.2020 15:28;445;107;350
21.06.2020 15:28;9801;792;21.06.2020 15:28;4784;380;350
21.06.2020 15:30;3081;500;21.06.2020 15:53;156;27;150
21.06.2020 15:31;4480;500;21.06.2020 15:31;1113;116;210
21.06.2020 15:32;0;0;21.06.2020 15:32;324;71;150
21.06.2020 15:33;1294;179;21.06.2020 15:33;2964;294;150
21.06.2020 15:33;1294;179;21.06.2020 15:33;752;112;150
21.06.2020 15:33;3938;536;21.06.2020 15:33;1933;219;200
21.06.2020 15:35;1067;165;21.06.2020 15:35;76;9;200
21.06.2020 15:39;0;0;21.06.2020 15:40;1775;237;250
21.06.2020 15:39;3093;318;21.06.2020 15:39;575;123;150
21.06.2020 15:43;0;0;21.06.2020 15:43;176;39;150
21.06.2020 15:45;3144;470;21.06.2020 15:48;1662;238;200
21.06.2020 15:46;6606;714;21.06.2020 15:46;6;1;250
21.06.2020 15:48;2280;339;21.06.2020 15:51;663;142;150
21.06.2020 15:50;1756;267;21.06.2020 15:51;603;131;200
21.06.2020 15:51;3499;391;21.06.2020 15:55;91;13;150
21.06.2020 15:51;3499;391;21.06.2020 15:55;2039;245;150
21.06.2020 15:51;3140;466;21.06.2020 15:51;1492;232;200
21.06.2020 15:52;0;0;21.06.2020 15:52;486;74;250
21.06.2020 15:53;5968;722;21.06.2020 15:54;301;57;200
21.06.2020 15:53;0;0;21.06.2020 15:56;165;30;250
21.06.2020 15:53;4926;521;21.06.2020 15:53;245;43;250
21.06.2020 15:53;4307;524;21.06.2020 15:54;280;40;200
21.06.2020 15:55;8033;866;21.06.2020 15:55;1058;160;200
21.06.2020 15:59;1388;176;21.06.2020 15:59;745;101;150
21.06.2020 15:59;8289;866;21.06.2020 15:59;819;125;300
21.06.2020 15:59;8289;866;21.06.2020 15:59;4370;401;300
21.06.2020 15:59;3005;350;21.06.2020 15:59;1287;180;200
21.06.2020 15:59;7475;746;21.06.2020 16:00;1351;187;200
21.06.2020 16:00;4344;520;21.06.2020 16:04;982;168;200
21.06.2020 16:01;0;0;21.06.2020 16:01;308;28;200
21.06.2020 16:10;4959;463;21.06.2020 16:11;439;65;200
21.06.2020 16:11;4229;548;21.06.2020 16:11;2416;290;200
21.06.2020 16:12;3423;467;21.06.2020 16:12;207;39;250
21.06.2020 16:15;1647;232;21.06.2020 16:15;131;27;200
21.06.2020 16:15;4608;555;21.06.2020 16:16;231;43;180
21.06.2020 16:18;0;0;21.06.2020 16:18;1710;256;600
21.06.2020 16:25;3174;419;21.06.2020 16:26;2017;227;250
21.06.2020 16:30;0;0;21.06.2020 16:30;364;59;200
21.06.2020 16:33;2697;422;21.06.2020 16:33;447;67;150
21.06.2020 16:37;2638;315;21.06.2020 16:37;275;48;150
21.06.2020 16:38;0;0;21.06.2020 16:39;1203;197;200
